TXID,fee,output,removed,size,time
5cfd6811d377a1f7d786dd27c3ffbb020ea3fb0bbfd64ec37e52a021bd881407,57500,25850200,1510264653,226,1510263572
5cffaefeec775cecdfd465356d203b5ee98375daced5a603fd705f2653386fae,162870,294112668,1510262777,595,1510262236
5d0449a9cf5c453935f060aed191f6f45f3dc23948c45aa4f775aa2b27c537fb,37400,1483528,1510293650,373,1510264117
5d18ae6716e87e7eced002794f0044118b0214d290efe242dc7464b76e6f53dd,137800,23283137,1510264653,520,1510263820
5d1d54924bb536a5480c830b0f6162a5c514c20d7ea1b4bf89ec9821b36d68dc,72909,308899340,1510264643,226,1510263830
5d296fc78e202ae4dcdc455c231a4c638310e35234c2217345c0020caa1d34fb,70633,3432993,1510264653,226,1510264009
5d2a92c5a43c4906276970307f383327c2c30f69f265b54ac872bd9cdda69c5c,40071,1793136,1510265587,191,1510261841
5d2f9d57afcb9fbc5e101f6ed1da05d4aff524e5b4ccecb91b8ac7827ed1ed35,150189,3877533484,1510264653,668,1510263143
5d3d170a7e43884abb897c3746d0b493b8d0b113760d053c0d8c0452109d7d4f,76577,4913314,1510262777,223,1510262176
5d540133e9880f43bc1165d254b324d07fe73f8a047df4b7c883d745f58c4f3b,108785,8913126,1510263059,373,1510262824
5d62e877939630e20b2efbee2714febb8f68f302bfd3c67b72733cf8e86223a2,333500,24885500,1510262777,226,1510262307
5d65a8e4ea63a1dbf38498819052a2a7c1d8c17a9f751b55b7a8c077b9545733,72906,0,1510262777,226,1510262317
5d737098a25534440ee89a013c96010342f8f48abd39ef9e4cce3171fb71145d,100000,0,1510264643,255,1510263301
5d76b51734a6da8d70632e387b1ae50f0244d57b0d9962801ef5ff0b8733beb0,72000,7498934,1510262777,226,1510262135
5d7a524c1790a047e4c754da1da17e977fa57fe1ef4ba58b72708007727c70b2,58888,14313712,1510261767,226,1510261755
5d873a9cfacf6be9988138d8f718b928faaa0c61c9294a09ff5297d7913ebf11,72906,12471896,1510264643,223,1510263400
5d8982064ddef28ef0a53ecb05317d07e0de508612ca9dea0a5a57634cd8c78c,127284,1272926017,1510264653,525,1510263413
5d968c749463c9787b9f908562c2c1e1d4d3beeeeb178015293aea23bf3642d4,63280,919361,1510263059,226,1510262775
5d9d108a00c15670ad27f416add92f70841a6e8da99414ab3bf19bc7714dcfe9,57000,232280,1510262777,226,1510261928
5da9d892d7cfff30f1cc0a8b429d222f70148803f9cd59b04a647af7b6acbd79,72906,331062392,1510262777,225,1510262605
5dad12b8e3e559f35ef34dc852757cadecdf4bb4056eee9072acaf5065529b7a,65593,20334407,1510264653,257,1510263924
5dbd845a254e1f7d0ff910d6d61187573353c6734819a408783f94cc7b779e7a,40454,41556070,1510267730,225,1510263788
5dc5399f05581d26b60e177e0b4f4a3dfb7175af7ac7ee9f8e8f55404a76f751,46558,509081,1510264653,191,1510263914
5dc83a21b87a6a7d11d721600c824ecb1a608a57561ccc3161922626d80b0459,72906,451091,1510264643,226,1510263173
5dca3eac1b46619e967df031e0320dbeeef404add75b59e5ec3a92e86381cfdf,45200,5501260,1510265883,223,1510262875
5dcc7c08f280c0c34322ee56d6dc1d01a2a5b9280d2650156cd7eb6721ef108e,72906,90921268,1510262777,226,1510262266
5dd2f6f284827d5f915b06e6a30c65bdfc39d7df0cb8a03b36ff089204426448,72906,83589,1510262777,225,1510261812
5ddff7ccf29d4af343f4911a7b2aabf4ed3657242f40087598d15eec63449e33,72500,106945,1510262777,191,1510262681
5de45bde9bb6a5a2aa684cc43b9a66e78904e43d6b739c9c28f58f00b4780b9c,83460,9723962,1510263059,259,1510263015
5de8f392501ab2f012cf56dd46aff5e9c46d284ee5d8563ad55881cc74718835,103249,4236091,1510264653,372,1510264021
5df18cd0a8e5fe7edd2382b20340e882ff452ef1c10476b748064410ac3d3b73,321440,14180734,1510265587,1557,1510263065
5df51d57da4393966f6cd3febdaac77a7524a168e59d9c529b2ca967869eaeef,74928,29225072,1510262777,258,1510262731
5dfa01df696ffc639f9468651009a17eb7db24e3a31ad3f9b4ff4fbc03aa722d,70631,16540000,1510262777,226,1510262595
5dfdb0ced0cb504a62cd1805f3d557efab43b7b860116650406150a296168ae8,40906,371229,1510267730,226,1510264043
5e06e3742d3e66087858a37e6e9f3b02a79fbcd60fcda4831dbc455e4a9cc781,66278,6153743,1510262777,225,1510262505
5e0b9059af848d99f903734956d45ffd785c9de472108996e28088b5a3fa6b5d,45200,1071120,1510265883,225,1510262856
5e0c4d46de539033b83c8566fa47147c6ace957041d15df673c38e6cadf1398c,72906,38381659,1510262777,223,1510262236
5e0fe03157a49c87a57dd776818ef5378f092db9c4c259cb68c698d3ed89701e,72261,65514495,1510261767,224,1510261633
5e10ab6dcdfb969aede80db52198c4371682959c101a984faf12733097143de4,65540,3408018,1510262777,226,1510261889
5e111e1045eba5e9a42bf571a727474209c4221207fd0d396edbed70266014e5,72906,84156093,1510263059,226,1510262994
5e129923de015a8343048aca8d7ec24b923203f455835c67d0f8613b892619c6,66278,12468911,1510262777,225,1510262216
5e2322b6825b635fd72d3430336a0511e527dbacc08526684bf60afc49c92395,72909,408046394,1510264643,226,1510263872
5e24c34d4a7d10318e6566401f45a7618e87ea73a36e0103728fbc570c1c6d6b,72906,33337,1510264643,226,1510263321
5e25174f069e071a75b1cad90eb8c0a5c0ef160d5ee58b9964d280efc2eb6853,40680,4790280,1510265587,191,1510263799
5e2ed593a8a01bc1bba5713795976f2249cede9c602b235292ada09dbcffa075,65540,3513525,1510261767,189,1510261673
5e2fccbe5d7f3085a939f0ea765f9abf66a36f131c34ddb5884762006bde8b34,76577,80383036,1510262777,225,1510262763
5e318859a580010a24edc33b60b1f6d84c7faa36cf8f407afc4d0dcc0062b073,41358,57895347,1510266190,224,1510263413
5e38df028ddbed3b9a5c4bb1dceedf5fb96c9dfb67e36583601d1e3f1ea11ad2,38960,25000,1510305327,485,1510261909
5e3c70c1f0d7f7909f54acd87cf7d440e532907751d842e319de5294959760f3,98000,5454540,1510261767,349,1510261388
5e4141282d82e71e568070c57a56eb338cc4dfe423afdac10f7446e8e66816a0,54705,15861517,1510263059,226,1510262018
5e45d97e198703fa64c2d220c311ed8ca286666c7241c678cc3d7ff92533f46f,150189,9475020679,1510264653,668,1510264001
5e47d04fd510e44b95d10a42a4ab1b576a426a783a2ea3c8cceebe4675bc0a02,74929,4291935191,1510264653,258,1510264084
5e4ad5ddfacfc74b8b84706eb19955c29943bba19191d03f6c989e313ef355f6,45652,738123,1510265883,226,1510261515
5e549df0b7030caef6ebc280414a4e66b1462e40df312a627e159f76c34cd4ee,108742,1883928,1510264653,373,1510263685
5e5f17bd7bfac926c55b3aa85a6e92a2e7377b3e60ba4dc34c65bb81749f7cad,111078,4087048,1510264653,336,1510263301
5e6a4b054a583782a538fd3ed8c75f5d82aa5ba1b54ccbc188a2215e6d875333,84807,3014230,1510264653,336,1510263202
5e6b2ddac9b23379e68fc74c0e750a46f97b5405701d0c432873e13a8aaebbb6,146160,2104412,1510262777,522,1510262442
5e74118169f877c9703c415e81fdf8a02cc2b1be46e56383076f64e3a044c33a,72906,466460236,1510262777,226,1510262668
5e7a840a5c82e8658da73cbc0194f7db86178af8664e4f9d922135b621532117,72909,1966960036,1510264643,225,1510264086
5e804806ff74a98d1bca2513d785b01ead8dc87d03fd8512fa9b065851b58be8,72906,2146055,1510262777,226,1510261949
5e8bf10c19c034d13a6608541286a6ed5104d6bf24cb6538feecb597eb681df9,46535,18604609,1510265587,226,1510261623
5e8e92bb4a431347e3b3a000328071829ee18c5a5603dee08c43a28f9cccd244,67574,6112941,1510261767,190,1510261398
5e8ed9e5c64dde4d2ef1557af6135ba6050533775b5b2916c96ebd6300d79058,72908,8150299,1510261767,225,1510261623
5e91ac44e1aedec457785cfd16acf56dbe2f5990bc0c1375500bf16aae7110ab,40680,281530,1510267730,226,1510263851
5e91ed2cb3c77f45267e790d4c2a4db60905f46b4aa0a41801ee4b79286d6d67,72908,2617751,1510261767,226,1510261544
5e92e785b8337a596deaa42d22e4fe1206a7b60d4d0a8e36e2b6ce1ba3719c7d,120000,0,1510264643,192,1510263956
5e9440a0db048478631ef8cdf41dbf06ff9f8e32ff3a41b14e8750dcd1b9e879,72908,168284,1510261767,226,1510261574
5e96c8a254b1a0dde365c8dafe58258202444c54cf9db55cc56e55e4584e3fbd,45500,438422893,1510266190,260,1510262974
5e9f4dcd9f8784250151a9a075a745f7b8223f00c9434350145360d2f1aae907,67122,14725585,1510264653,226,1510263254
5ea484965686a79389ca73cdabde916f29887406fe9fba7b50fcfe09ea48fcbd,89268,96060014,1510262777,335,1510261977
5eb07dd086a6e6796d3cb4a4faebcaaf3571db0099f7378a8097065872a056d6,40906,458094,1510267730,226,1510264161
5eb6e599dac95d052740b0c9c2b338a441b30c6f4a7a7becf7a8606b40a4fcec,72261,63826,1510261767,223,1510261644
5ebdea2e9826df889fa74938ed10e7eea7a967efc42ac20e500c74f6aa004620,69000,15211000,1510262777,225,1510262056
5ebec9214525d87398e610dcfe58dc577eb40277862aca48c305f413a3031eee,72908,1380924,1510261767,226,1510261495
5ec6f8e7cf08fd00a5710923d9aa508292431eb066e5b8aebfa7d13b00d9359e,62150,2758022,1510264653,225,1510263451
5ecca36e25b0e9331443a9f0c9187d91190cf81729c8af3b3319da6ef7cb64c4,120000,0,1510264643,191,1510263882
5ed2968bf8c5ce5dc45bec16dde6b09a589a18b2a5f17af635ed2e07e099fbd9,54012,4978988,1510264653,191,1510264181
5edbff2639998ab5c40968734af50a78a56c18b8957516e6b6eb11a6f8f5c911,31828,4468172,1510266490,174,1510263401
5edcd6ebfd226e564a91eacfa36d9d5597cbdd7ff096855ff1f993ac81a1706c,98255,487939,1510262777,340,1510262471
5edd518157c593bc3c46b1f4069a42f97fd45be95c6a0a9bb2cf7e8d6d51f65b,45878,2506122,1510265883,226,1510263192
5ede2ed7f3453053ceac7de184458e576c2da770e4cd0bf83741af1ac03a88dc,72906,860780,1510262777,225,1510261987
5edf33eeffb4d1593a8b1156087b3f6faac7a444b4c3faf817b14675f4c952a6,72906,587482,1510264643,226,1510263096
5edf45b0205551f688e6a012a15c36147bba54d9c2772a75554d575013133cce,20820,1045792,1510303904,372,1510261388
5ee3756c45ddff99857e8a351b78c05f67c45a945606204e1e291c11c800a2d8,76577,6634655,1510262777,224,1510262166
5ee5abba3561741797079e9cdeae533441ae936538146dfda2e9c4a00c563294,57600,849942400,1510264653,191,1510264181
5ee99644dea597cef0bb78d7d480ad5a3cc54c847f9e9d04403ce3a88da910f8,120000,0,1510264643,192,1510263893
5eec2d1007731fbe59170e29f1f8fe37db846b77de201653c394d447cb93193c,72906,35103073,1510264643,225,1510263153
5ef07d92bcadacc1b134c4d6dc84a48c16db6b2ddb004554e5c771c3f9cd8cb5,97092,32299083,1510266190,519,1510263471
5ef3ebafc9c5e8a8cb3e4fc60b7db574046189a46573efaf3b9d23e853d23139,91089,2865365,1510264653,336,1510263471
5ef40c9278486805e8904c9a0706dd9f848d036d7043df82d619b2f97e73edef,48364,396339,1510265587,225,1510262965
5efdbd16646ac6d6370ae2d67057ff098bec6a9a836e570ce8b038ce77794e5c,141360,595088243,1510264653,462,1510263301
5eff9a0baf4bea654e1f805af54767940d46b478d815418f79b67b0bc3f43ca2,108741,1091888,1510262777,372,1510262421
5f017ffa94ad98889770bf25ff7be873b2da916b312b41a16d996bb5c79c42c7,72908,18651338,1510261767,226,1510261673
5f050ed3caf10641b2c88c439c87b36a71dd879fe099d3ab9f4b4a4e07e17249,44748,24665255,1510266190,226,1510262658
5f066e3f899e920477cbc4be9a1a62737399454cdc5c0b044b9cc47de6740061,72906,1754188,1510264643,226,1510263075
5f0a3a90f07089de346e74b80739c6cca23610326c99b896a9f9c7ea16e9c716,144000,3348000,1510264643,225,1510263143
5f0b016e08d92745e718085121a6ca6995d3b43d7b782294673f47e0661e6430,306838,330673484,1510264653,1265,1510263936
5f1ca257af5a1cab72fa79a7e89e1cc3c3e3984613b3e7f45006eab288d9a91a,72909,171821374,1510264643,225,1510263654
5f20b3dd2bfcd83a879172f34cad2e050ae74dca3ffd10e767c79a78749a5945,75965,9797591,1510265883,372,1510263840
5f26f0bcba46bb3366511fa3e5fc5c1e5ab5fd4d92a0f48b64e071a046b2e0e6,22600,263486,1510293447,226,1510264309
5f271857d71c3557c3063e0a2ddfdd92911823576021a39cdea7b30a49a5740f,73341,2486497,1510262777,170,1510262554
5f2b382307eaee0b8632311e42e6124a28554e177a656753af1678bded554350,73080,11377420,1510264653,260,1510264109
5f30665f76e7006ba66055f3b2745927204deab2ecbc71f139164b515a19c853,106457,174397178,1510262777,373,1510262216
5f312bcc25aa65d48fa596add9153c6f31c0be1811a0fe52870d39d0f47accf2,44841,2017370,1510263059,192,1510262168
5f314904fd6b3e5eaf64d1c2d304a269facaeacf9005ddf64872c9cb56c8a219,65088,2835884,1510262777,257,1510261775
5f3208f5a9f51921be5a4ebb3907b602e1f262f9b163b873fde7fa09f0b06fdd,72906,449145153,1510262777,226,1510262658
5f349b6e9879bfd5addc0af4f8ed8c8148a064f747ece6ade22f02a9070ebe7d,72909,965954098,1510264643,226,1510263937
5f3e703bc813822d704e8c6912c9bb9b1cd1e829a3dd899a4c52c99f14e3412c,40906,82109813,1510266490,223,1510264052
5f3e934fb9315a13cbd3fd1e4ac5444ed94d563b8b96203259631735288812b3,72546,539610235,1510262777,226,1510262115
5f417c9ddd2ebdb70078fa3394a46d422ce1b57d2657ba864bb7b357555f36fd,63506,55792137,1510264653,191,1510264242
5f492cd59f82dae554a8591f31cdda741ddf3cf38eed4c791da379f450e9792a,42940,2891180,1510266190,225,1510262471
5f4a23fe6732fbb0bdff4f9de9825073f96e9e69cccb4f0920e1d2eb21ad8e5e,135600,61530769,1510264643,226,1510263977
5f4c7ffa1eb6abc6f0309808e45ee6874f12ebc530524859f25c63f8cfac21c3,40906,282133,1510266490,224,1510264172
5f52aabc1f25941fbe572964dda551205d9604795d138930fe28a4e9c9836290,44974,4540788,1510265883,226,1510262076
5f634c40ce6dba6799f55016ef02c29ab5afabcf4c4fa98fc5947d8c100a7760,108785,8049399,1510261767,373,1510261725
5f6c98303684e69a019a3e731939b336f505c9993e8d5d0da5b089bff0c12f5a,45652,98954348,1510264653,192,1510263411
5f725ae27232c3bcae9712ac28306229f10ba7a73130f4d96597f47d44b9c38c,65400,1600591021,1510262777,223,1510262287
5f73bc583b3787e3df826137a7a988255bc9a75b0f25639f7883251c231fe38c,11300,326869171,1510295872,223,1510262721
5f7b74a640a5f79f812c0b35241616d85d6a1a9d7df9314413d56b6413423ce7,72909,1957296781,1510264643,226,1510264065
5f7e09518804c52ec3f51b8dfbb77cbb946e180916949f5b880361047017d555,74052,12081327,1510265587,340,1510262038
5f7ffcb34a7199b0c069f03bc581068461ab83764326757e6319abd54d6efebd,108741,5947107,1510262777,373,1510262472
5f85bb3ea50d00e46909568496fbf4ffaa4e4701a1b87f0333c93e1aa56f9efd,72906,4667094,1510264643,226,1510263025
5f8d37c027516f78eff13ee4c58843888075708ddc7cc3700ecc5a6273e8cf02,65711,15314719,1510264653,225,1510263272
5fa50b58737f459e602055fccfa970357785e27a75dd27ce4924e9b7672547db,20000,772117,1510306140,257,1510263562
5fa70643afa03cdb4b5c0ebea9872ec2682f386a26dcd7beb8877a897f6140fd,65736,2674264,1510262777,225,1510262096
5fab3783e231ca2425d3a3983761466f61e3fb875106bf88988e6c530d29ac99,150192,50643396,1510263059,666,1510261831
5fb26fcfd1f8f7df43faf5976c9ce241cf2c5ad97968df9d86ec156aa8d1cae5,72909,69651746,1510264643,226,1510263501
5fb92bd84e56669afbdb8dd9da8d89c0f80a4b36bdfdf49a15e6e685c149ad18,72909,41473589,1510264643,225,1510263473
5fba9ecadbac1909f7efef35a8bff6158ddc77d997ce1a6f9796dfbf788bad91,20000,108340077,1510266190,225,1510262307
5fbcaec83463652a8ffc7b840d4a2615920a0ae436b5aa79b6ef2dd022e6e50e,66218,91792433,1510262777,192,1510262206
5fd149ea444bd7966e568678db7e490963e0e080a29525110e38fd77a52a886f,39528,14075744,1510266190,206,1510263822
5fd30e3ef1e80179e60416eaa08301c179acb41de023e2bde4a48a7b7c2a8ac2,20820,1359288,1510309099,372,1510261417
5fd3a20f0f80ac59aee3305cafbbb666b685f041020e31a892d320616d2b68cb,72909,1936214944,1510264643,226,1510264052
5fd5db6d6439bc9853e9998fc69604fc94b39e6558c090b4a81ee3e350242a37,45352,186975,1510264653,191,1510263391
5fdac5099de265852272f2401e37c3ee60a73da1da1074f365622300fc9ec591,18080,14317880,1510303994,225,1510263542
5fdf4996b19fc2e85ec77db3d364890f66ccdc0c96c470b3b9cbb52f11e2253e,67800,2761174,1510262777,225,1510262266
5fef845923eb8e981e6bf011cb4649bb3f210ec776f22b275b204e6fbba817cc,67200,599932800,1510262777,224,1510261919
5ff5464d79aec620c60c1f4c7b4db2013702a7a1d68481227fe9e86c95f1b830,54900,0,1510264653,192,1510263883
5ff994845f70f59834842f57b3eb1b0ccd510d2169908ea66880c83bec6ad7f6,72906,31031,1510262777,226,1510262105
6003884ffc970655430bab28235dde6b0a6a45ffbcb0dd689ddcc6463b3c4f72,63492,362805878,1510262777,248,1510262266
600cc685f45aff4b6faaa494ecfb3f90412e5b27480df7448c3c817cb5133db6,72909,1921346235,1510264643,225,1510264041
6018443edd4749b4cdee55418f727c13c90b6a600910c423c2840a3c4845a3a8,50000,249900000,1510264653,134,1510263173
60186ef28033728f211956cf13c72bdece1a576bb91f9e8eab0242674e633473,72909,154453016,1510264643,225,1510263613
602588e5146a210502db7b2316cae7a1475c34efe390e71058a97cd695a52acd,72906,1457088,1510264643,226,1510263055
603b8c13a048793f731b00c07e0023b7206e3ba3606ab8b269e7e6354042c2c8,45200,320758444,1510265883,225,1510261564
603bb0edfaaedf5c9c57a3454e4889cc085da45ae4bedbfa8c38295451376258,123930,41179204,1510262777,484,1510262297
604761446022b672d09d25d90eafc67a14e0bc21527b3d448de9e3600b7a9061,74929,438369245,1510264653,258,1510263104
604ba1defbee92835ba52b034d1120661bc4d136dea892006b300a8d6e86ae87,42488,21379340,1510266190,226,1510262492
6055171a996200316d9f3df7662a182bf2f8cb2c3172ca7f7c3c4e231d10f109,107508,12963947,1510264653,372,1510264009
6056461478c577fddbcaa7d527b3e13841fe864804fede1d2819c69281b963cd,44974,532828,1510263059,190,1510261891
605c1bcaae75f0f97a86ffff1b7d382dd7f613b3ef00431c6f0743c1794cb442,128470,48774840,1510262777,408,1510261792
605ca435381bb60470b7c3ce90fc86e02808499969ae0d6b889c8a60e29f8e43,61776,18273182,1510264653,208,1510264127
605e6232ef9db85585f6779f732204cb2b0c0d2ef87dadb896df837d869ee7f2,72906,1207285,1510262777,226,1510262016
605f36ccc33b301fabda8554706f214fbd11bf34b055d41fb4aefbc1068fd965,150858,16391913,1510266190,521,1510264009
60644cdc83d761e8bd520f9d5a881f204cc2241f9694d589c637c86ca7040d77,104400,783610,1510265587,485,1510262936
6068fdfb0d1d5394df6cd7370dafa642e0b473398fa81a5022c6a0c2704fb458,147608,1977163,1510264653,608,1510263924
606c15e8da86e93deec7f0dce0d5da7b005af8c8e147454a56eaa6d99c271d65,43844,12877896,1510266190,224,1510263851
6070d48be8d93258cecb4582a5b942e313b5093e51b09a6e2a57f92f5833fe68,72909,256874768,1510264643,226,1510263778
6070fca8c651a75dbba30e68d4b393d953985c75febcb194188e6967c0e8b170,108203,11039044,1510262777,371,1510261870
6076469c7d168c9497782e42233e6f2f939f7abf4a9de31af9fd65e362d0635e,150192,53178673,1510263059,668,1510261850
607a101b23ff92d6a876c353fe3ec8e40a5f033b44bb77305915381115e2fbc7,97341,3260572,1510264653,374,1510263085
607be780518a42db26d973ded7d3114d7d4c861eadd225c7a4a556c151bc6c07,147540,18176527,1510264653,668,1510263809
607cc8ab2a245d4d6cbc47e37a440d94d0bd6ed73600ffce2a855de96f552567,223514,87091314,1510264643,691,1510264242
60873c26add4bad0556919567ee541f40b433f635d4122baa71e92f1de010830,40228,698558,1510264653,223,1510263572
609120ef9914d13e50c09f2190bbf39ad9e00c79c60a4710c99ed405358dba09,41110,466465,1510266190,191,1510264009
609e8c60aaa530b551edd4f5ef4c4ceb3685d30ac2a28bbe1a25720a6dd0ce3e,85156,5050888,1510262777,338,1510261792
609ee851ccc28e7fc59e16df94e02383e9a6949f9b566d99f6740441dbebe8ea,61800,5820300,1510266190,192,1510262658
60a6f2bc075b0042950ba2f1973b65da559f319c0856e318a0d1f4ea44ef135b,59142,1052433,1510264653,225,1510263134
60aa3b7ef9848d49d55b9ec29eeaad0329e59625a39a5916910fbfe8418de554,66281,94106226,1510264653,226,1510264264
60ab56c75bbfa3e93e3896bf335206787a7deb9a85a94b250ac1e25fde470eb4,72260,80018,1510262777,224,1510262679
60ac2c83e5c7ea7ef6a4ecc1f86f88d826eabbf4b8d6d1bff25318db789fbc94,70633,215158,1510264653,226,1510263583
60b0f3988d33f6ace57ed9576c9a3a4d1b77ae3b183ce7af7e205f308b745c5f,37152,1335307,1510266190,206,1510263431
60b8d7c257dc02123b02130ec18bc3f0005da80a0f7899eec2bca0da58e66be1,120000,0,1510264643,192,1510263903
60bb72926ef0fba4122f5ac721b04a9dd63166d5d731e3dd435e8303f53578ce,102377,6992929,1510266190,519,1510261967
60be757e691db948351847c9d807a8e6190fb4550c6aca64718d8320991029db,118081,10439051,1510264653,520,1510264052
60c00e4e2308a5ef6f5991402c9eed8903adf214ce800b0819d16da0d881ba45,39744,24270,1510266190,206,1510262256
60c14fed0f07fd3c56104d6115e1842c644d0512a376ca709cf51cbbc021c0d1,70616,3800000,1510264653,226,1510264127
60ca0cff36836e19606cbf12f843a41e3fc073c7c1f895ec3f4e3053bfb027c7,52704,2734752,1510262777,206,1510261775
60e7b4e816da98295717e83a661ff2b456cd1e221f2f8f4de9a3e7fc5b15c2de,63280,1276857,1510262777,223,1510261958
60ee2fabfc6c33675627dfbd5e0d04ddc371ccb30baea8105408815ebcc7e98a,61911,9938089,1510264643,191,1510264242
60f677e4797d929c5dbb29abaeccc46b5a8435ae2d860d646559a77c8b5e796c,42121,2993990,1510266190,225,1510263946
60f6ba584d9af3d67d073a397d8d2785d9821e57187e4f9733638aa63d3e195d,106801,1393433,1510265883,521,1510261663
60fdf1b20db96b418d4e7b74e332e8cb5b2b6cab6bf0dd9488ed3aad8199708f,65314,5765662,1510264643,190,1510263625
60fff93eb7218b52ec8700b2d01310d6cac29fda0a4585b9da6875aa380a62e9,108460,42684,1510262777,373,1510261870
610066351e77617d62a17ddc9c4377d7c9e1baddde3c68cb17f0d81821c44564,107880,85259277,1510264653,370,1510264106
610ae9ddda516f7a9fa1d5cbb01c5ba8a7ee5fc2b8cdb478cc37ef7f58a63e97,67648,2000079,1510262777,224,1510261773
610af26104e73dd1d1e1bccc47b91898d361c617150d66cb73e11ba6a6fddbbc,44748,3347931,1510263059,190,1510262006
610e078292e575abb6da26f03b548f32aaf2d2fe1dd12a9cc474f2ca236439ac,50000,21953149,1510265587,226,1510262026
611aecbee6196eda1d8372bfceb260d51765f34a98ef039f26632a9790d235a6,65540,4717213,1510262777,225,1510262246
611d6fefef92af78b202ef87ab439b6929c469712bcf4b3e61f14cb8ae9d146d,108785,150847608,1510262777,372,1510261891
61210bfbef8f8bc85f7734caf980e1b1fa9f2abe5d7e10e66395ba57bdeb890a,54686,1363522,1510264653,225,1510263512
612b490892c4dd70a50de68b8cde6134ea4f8946970500b826396b3482019364,41287,4958713,1510264653,168,1510263935
612eaab070c3fc8a3b04165c5f8336025fb4ac50a67be14c68f9b03355e19ca7,72906,30140746,1510262777,225,1510262206
61433c18b5ba7cb6cb4b2d05be083077d49275431f4a17baf50a61dbf80c8e22,112344,237842,1510262777,371,1510261802
614341fe6d57032738bc150019bbd721e3d2af089e8f7be45d60466d4990f10c,48119,75866535,1510264653,168,1510263124
6144a650cb7eb90e3859ad81ca6d5cf560d8bb9f1d804c245d4dbb858a9fda15,68478,2144566,1510261767,189,1510261683
61461d27b901a485f87758a7287b95490cf460f4202d63aa6cbf176860a88573,63506,21616883,1510262777,191,1510262755
614f6398f82a8c70c09744a8a24b07af11b89f25464151d2b09c1aaa0d928609,63280,411690481,1510264653,226,1510263491
6162802997c65dc4f581193f3e7ff15e386bebeea4b3207126adc99a9bd0523b,66946,2672266,1510266190,340,1510263706
6178e00f3d7b560c5b82e92fa05857d00d2b946243b96b0f779b2f38dbfd98e0,195392,8395428092,1510262777,669,1510262629
61830547c1b3c44b6df92dc0f6cd099ee2c9616ac717c7537864a029f1c06ca0,20820,1375204,1510309099,373,1510263293
6195a622b3dbcbb0c4d29dc2c0a05791648425f18af7313d2c2b877639e49f5a,72906,14901888,1510264643,223,1510263421
61975396fd45443c6e44362b8d82ac7ff6041fe9cf4a52d23316186938da9128,72908,79232,1510261767,226,1510261714
61976ee0bcf2dc97fa3ebe60b0b17a6584765472515e9f445a45237c634e3e90,153379,22638024,1510264653,665,1510263501
61981bf12aabcd8e593c00ec214833ab951f56776c5530825743b73f7052c7e1,61330,60119495,1510264653,216,1510263977
61986d8df3003a76b8bf8b07555bd54d8d222a7291de9878a58d7c7a5d0763f5,72906,10629345,1510262777,225,1510262146
619c3e7c032fb36b412102884b310487582fd2a51c247c2f0b4dbe87cc9095ba,54566,19711722,1510264653,192,1510263686
61a0e6e12541a49652d11d887b71ab61560a2a685ad6848a262aa11fb1f0dd96,44640,978163,1510269627,371,1510261613
61a3aabc45ea66ebb4293ba9f718fd2e3f219b33d9700b1ac5a260f01120ad81,72909,79369,1510264643,225,1510263572
61aa163f99268516654b2a4b38fdc16f83aee1adc5d19e3b6a9a4dfe683381ff,88972,28223616,1510262777,339,1510262206
61b2bb8d691b5ff127ad964d91c75a433594c4cf518bcc9eda56c5c0ef8b73a9,66278,3066712883,1510262777,226,1510262491
61b81b3cb84834ab0758668353fd2d44c60d0ab5b0dcf269c0a002707c904a96,67800,56737310,1510264643,293,1510263830
61c183e0c5e0964234d97b835f2ae73a8dd18d811f01ac3b9b0016457a8e9851,120000,0,1510264643,191,1510263936
61c35834370bd649409aa73d85d19627b39755e0360233df33a4fcbe9071e7dd,1648526,703200,1510264643,5094,1510264319
61d2522758358346b8b6c5060aa136ed67167533e5851150daf6b3d5870545cb,67800,731531,1510262777,223,1510262216
61d9bfa1007886efeb137d90d2440f9dc8ddb7542c102c21117622f98f07814f,72906,100100,1510262777,226,1510262388
61dd0c0d690033d66d6261dae8ae73c2a1c6531aa90c7e16c0a51ff066aac605,40454,3065253,1510267730,225,1510263840
61e06af85c9cce06da5b8778c91523bcbfd63ea3f81c2e2aac9f42424b23f9e7,74426,4790,1510267730,438,1510262125
61e3bcf8f97e4aa5c4a1f10f55887b6f284ff5e42c3aa964f436ee212a0a491d,576915,423784817,1510262777,1701,1510261775
61eb9162f01833137aedb138f73ae5f9af525939ccf411c2629d467a4f88088f,54705,29239197,1510263059,225,1510262700
61ecdaf1f80eadc005feed36cf5d972a701b8e384ee4ed4c3a9d588a226ef0fe,101790,2401830,1510266190,522,1510262006
61eee9a78a4369e0e1cc8ce4bc1b154bb5c1bf4b505ff262937bff78525f74a5,68364,155963,1510266490,373,1510263421
61f1348af0c5a3b8985f54de37a98c2dfc6fec8e9f1311c2b93fa3c4dc9c212d,48620,2551380,1510264653,170,1510263291
62053732d0b0cdc919330e37f0e4c3868455f6b47c7c80f5ef18c81af808aa81,148428,1800000,1510265587,669,1510263924
6207963cdd4a1a9a21d0ef35f08ff81035161e0e734669d0b55ac52e8ab19b23,108996,18761382,1510262777,372,1510262388
620b3bd2b9c20d717eae5043a6b22329e91a17aa4a215761a9de84d3e978ba89,151380,19897972,1510264653,517,1510264171
